Id,Name,Type,Possible Type,Lat,Lng,Lat/Lng,Address Override,Geocoded Street,Geocoded Suburb,State,Postcode,Last Known Status,Tags,Owned By,Contracted To
239a1,Canberra Greyhound Racing Club,Greyhound Racing,,-35.345882,149.158722,"-35.345882, 149.158722",,Narrabundah Lane,Symonston,ACT,2609,Closed,,,
9c688,Thoroughbred Park,Horse Racing,,-35.233025,149.136368,"-35.233025, 149.136368",,Randwick Road,Lyneham,ACT,2602,Open,,,
0794f,Farmer Brown's Free Range Eggs,Layer Hens (Eggs),,-35.172871,149.060196,"-35.172871, 149.060196",,Barton Highway,Hall,ACT,2618,Open,Free Range,,
48977,Majura Valley Free Range Eggs,Layer Hens (Eggs),,-35.269993,149.193924,"-35.269993, 149.193924",,Majura Road,Pialligo,ACT,2609,Open,Free Range,,
26cb3,Parkwood Egg Farm,Layer Hens (Eggs),,-35.20525,148.989792,"-35.205250, 148.989792","266 Parkwood Rd, Belconnen ACT, Australia",Parkwood Road,Holt,ACT,2615,Open,,Pace Farm,
550d5,Gold Creek Station,Sheep,,-35.176788,149.076096,"-35.176788, 149.076096",,Victoria Street,Amaroo,ACT,2912,Open,,,
3963e,Canberra Reptile Zoo,Zoos,,-35.190704,149.082672,"-35.190704, 149.082672",,O'Hanlon Place,Nicholls,ACT,2913,Open,,,
5.34E+11,National Zoo & Aquariam,Zoos,,-35.299091,149.070374,"-35.299091, 149.070374",,Lady Denman Drive,Molonglo Valley,ACT,2611,Open,,,
50214,Aberdeen Abattoir,Abattoirs,,-32.162746,150.893875,"-32.162746, 150.893875",,Moray Street,Aberdeen,NSW,2336,Closed,,,
ad163,Afflick Meats (D & S Afflick),Abattoirs,,-35.950527,150.097961,"-35.950527, 150.097961",,Princes Highway,Moruya,NSW,2537,Open,,,
0a413,Alstonville Poultry Farm,Abattoirs,,-28.826668,153.48436,"-28.826668, 153.484360",,Tuckombil Lane,Tuckombil,NSW,2477,Open,,,
8903b,BA's Meat & Poultry,Abattoirs,,-33.931171,150.994873,"-33.931171, 150.994873","9 SHERIDAN CL, MILPERRA",Sheridan Close,Milperra,NSW,2214,Closed,,,
4e936,Baiada Chicken Slaughterhouse,Abattoirs,,-33.807507,150.93689,"-33.807507, 150.936890","642 Great Western Hwy, Girraween",Great Western Highway,Girraween,NSW,2145,Open,,Baiada,
0c90b,Baiada Poultry Slaughterhouse,Abattoirs,,-34.339424,146.043137,"-34.339424, 146.043137",,Murphy Road,Hanwood,NSW,2680,Open,,Baiada,
d10e8,Baiada Slaughterhouse,Abattoirs,,-31.09417,150.913086,"-31.094170, 150.913086",,Bridge Street,West Tamworth,NSW,2340,Open,,Baiada,
82059,Bega Valley Gourmet Meats Coop,Abattoirs,,-36.714832,149.805908,"-36.714832, 149.805908",,Taylor Road,Buckajo,NSW,2550,Open,,,
97f56,Bindaree Beef Abattoir,Abattoirs,,-29.765076,151.059464,"-29.765076, 151.059464",,Gwydir Highway,Inverell,NSW,2360,Open,,,
f5963,Binnaway Meat Processing,Abattoirs,,-31.404287,149.332535,"-31.404287, 149.332535",,Warrumbungles Way,Wattle Springs,NSW,2357,Open,,,
gfkrl,Bourke Abattoir,Abattoirs,,-29.970463,145.995331,"-29.970463, 145.995331",,Mitchell Highway,North Bourke,NSW,2840,Open,,Thomas Foods International,
a4080,Cargill Beef - Tamworth Abattoir,Abattoirs,,-31.068199,150.857895,"-31.068199, 150.857895",,Phoenix Street,Westdale,NSW,2340,Open,,Teys Australia,
f67d6,Casino Abattoir,Abattoirs,,-28.84473,153.032852,"-28.844730, 153.032852",,Queensland Road,Casino,NSW,2470,Open,,,
ee3fd,Cassino RSM Processing,Abattoirs,,-28.743544,153.453476,"-28.743544, 153.453476",,Unnamed Road,Booyong,NSW,2480,Open,Gas Chamber,,
787f3,Cootamundra Abattoir (Manildra Meat),Abattoirs,,-34.607101,148.004028,"-34.607101, 148.004028",,Stockinbingal Road,Cootamundra,NSW,2590,Closed,,Manildra Meat Company,
ccd15,Cordina Chicken Slaughterhouse,Abattoirs,,-33.803333,150.941666,"-33.803333, 150.941666",104 Magowar Rd Girraween,Mandoon Road,Girraween,NSW,2145,Open,,Cordina,
d77f6,Corowa Abattoir,Abattoirs,,-35.927269,146.330276,"-35.927269, 146.330276",,Unnamed Road,Redlands,NSW,2646,Open,Gas Chamber,,
2135c,Cowra Abattoir,Abattoirs,,-33.860893,148.659668,"-33.860893, 148.659668",,Olympic Highway,Cowra,NSW,2794,Open,Gas Chamber,,
b7e03,Deniliquin Abattoir,Abattoirs,,-35.551182,144.934662,"-35.551182, 144.934662",,Abattoir Road,Deniliquin,NSW,2710,Open,,,
97395,EC Throsby Abattoir,Abattoirs,,-32.651325,151.234055,"-32.651325, 151.234055",,Unnamed Road,Whittingham,NSW,2330,Open,,EC Throsby,
c4a30,Fletcher International Abattoir,Abattoirs,,-32.208103,148.632828,"-32.208103, 148.632828",,Yarrandale Road,Dubbo,NSW,2830,Open,,Fletcher International Exports Pty Ltd,
1722a,Fresh Poultry Pty Ltd,Abattoirs,,-33.937771,151.035202,"-33.937771, 151.035202",,Gow Street,Padstow,NSW,2211,Open,,,
849a2,Game Farm P/L,Abattoirs,,-33.647137,151.07814,"-33.647137, 151.078140","51 Crosslands Rd, Galston",Crosslands Road,Galston,NSW,2159,Open,,,
be7fb,Golden Rose Poultry Abattoir,Abattoirs,,-33.802612,150.904419,"-33.802612, 150.904419",,Augusta Street,Blacktown,NSW,2148,Closed,,,
ed7e2,Goulburn Abattoir,Abattoirs,,-34.786808,149.681976,"-34.786808, 149.681976",,Mazamet Road,Goulburn,NSW,2580,Open,,,
206ca,Griffith Abattoir,Abattoirs,,-34.2631,146.025818,"-34.263100, 146.025818",,Abattoir Road,Griffith,NSW,2680,Closed,,,
0c809,Gundagai Meat Processors,Abattoirs,,-35.098442,148.096771,"-35.098442, 148.096771",,Gocup Road,South Gundagai,NSW,2722,Open,,,
1853a,Halal chicken slaughterhouse,Abattoirs,,-33.939377,150.770477,"-33.939377, 150.770477","26 Bellfield Avenue, Rossmore NSW",Bellfield Avenue,Rossmore,NSW,2557,Open,,,
4810,Harden Abattoir,Abattoirs,,-34.540844,148.369354,"-34.540844, 148.369354",,Saleyards Road,Harden,NSW,2587,Closed,,,
d18fb,Hawkesbury Valley Meats,Abattoirs,,-33.562988,150.841827,"-33.562988, 150.841827",,David Street,Wilberforce,NSW,2756,Open,,,
d0ae6,Hilltop Meats (formerly Burrangong Meats),Abattoirs,,-34.297089,148.306747,"-34.297089, 148.306747",,Scenic Road,Young,NSW,2594,Open,,EC Throsby,
4f2b1,Inghams Poultry Abattoir - Cardiff,Abattoirs,,-32.943382,151.653229,"-32.943382, 151.653229",,Pendlebury Road,Cardiff,NSW,2285,Closed,,,
a6f88,Inghams Slaughterhouse,Abattoirs,,-28.63884,153.578293,"-28.638840, 153.578293",,Ewingsdale Road,Byron Bay,NSW,2481,Closed,,,
fef3f,Inghams Tahmoor Abattoir,Abattoirs,,-34.229366,150.592743,"-34.229366, 150.592743",,Rockford Road,Tahmoor,NSW,2573,Open,,,
70c1b,JBS Australia - Scone Abattoir,Abattoirs,,-32.040169,150.876984,"-32.040169, 150.876984",,Noblet Road,Scone,NSW,2337,Open,,JBS,
3681,Junee Abattoir,Abattoirs,,-34.891304,147.578247,"-34.891304, 147.578247",,Junee Harefield Road,Junee,NSW,2663,Open,,,
a258c,Lachley Meats,Abattoirs,,-33.359882,148.020111,"-33.359882, 148.020111",,Abattoir Road,Forbes,NSW,2871,Closed,,,
22cbe,M&M Poultry Slaughterhouse,Abattoirs,,-33.931904,150.795868,"-33.931904, 150.795868",,Kelly Street,Austral,NSW,2179,Open,,,
b40e1,Macleay River Meats (aka Eversons Food Processors),Abattoirs,,-31.029461,152.864441,"-31.029461, 152.864441",,Collombatti Road,Frederickton,NSW,2440,Open,,,
5d055,Milton Meats,Abattoirs,,-35.33308,150.44812,"-35.333080, 150.448120",,Slaughterhouse Road,Milton,NSW,2538,Open,,,
cba0e,Monbeef Abattoir,Abattoirs,,-36.235161,149.157028,"-36.235161, 149.157028",,Carlaminda Road,Polo Flat,NSW,2630,Open,,,
33080,Moss Vale Abattoir,Abattoirs,,-34.532181,150.343491,"-34.532181, 150.343491",,Abattoir Road,Moss Vale,NSW,2577,Closed,,,
a9b1f,Mudgee Regional Abattoir,Abattoirs,,-32.547577,149.56427,"-32.547577, 149.564270",,Abattoirs Road,Menah,NSW,2850,Closed,,,
5aa9d,Oberon Abattoir,Abattoirs,,-33.69685,149.878876,"-33.696850, 149.878876",,Hazelgrove Road,Oberon,NSW,2787,Open,,,
e6cdd,Pepe's Ducks Slaughterhouse,Abattoirs,,-33.622292,150.809326,"-33.622292, 150.809326",,Walker Street,South Windsor,NSW,2756,Open,,,
625c2,Picton Meatworx (Wollondilly Abattoir),Abattoirs,,-34.21661,150.611115,"-34.216610, 150.611115",,Koorana Road,Picton,NSW,2571,Open,Gas Chamber,,
37317,R&R Roosters,Abattoirs,,-33.695503,150.767975,"-33.695503, 150.767975","105 Mayo Road, Llandilo NSW 2747",Mayo Road,Llandilo,NSW,2747,Closed,,,
3b7b2,Red Lea Chicken Slaughterhouse,Abattoirs,,-33.802444,150.90213,"-33.802444, 150.902130",,Flushcombe Road,Blacktown,NSW,2148,Closed,,,
91397,Riverina Beef Abattoir,Abattoirs,,-34.645458,146.47934,"-34.645458, 146.479340",,Regulator Road,Merungle Hill,NSW,2705,Open,,JBS,
cccb8,Steggles Poultry Abattoir,Abattoirs,,-32.795197,151.645782,"-32.795197, 151.645782",,Addison Street,Beresfield,NSW,2322,Open,,Baiada,
9210f,Summerland Poultry,Abattoirs,,-33.686245,150.945648,"-33.686245, 150.945648",,Withers Road,North Kellyville,NSW,2155,Open,,,
3bfe0,Summertime Chicken,Abattoirs,,-33.649178,151.067978,"-33.649178, 151.067978","26-28 Crosslands Rd, Galson",Crosslands,Galston,NSW,2159,Open,,,
01bc5,Supreme Poultry and Chickens,Abattoirs,,-33.712982,150.772064,"-33.712982, 150.772064",,South Creek Road,Shanes Park,NSW,2747,Open,,,
70baf,Supreme Poultry and Chickens,Abattoirs,,-33.311394,151.17952,"-33.311394, 151.179520",,Wisemans Ferry Road,Mangrove Mountain,NSW,2250,Open,,,
f2746,Tablelands Premier Meats,Abattoirs,,-33.553661,148.784988,"-33.553661, 148.784988",,Pride of Oak Road,Canowindra,NSW,2804,Open,,,
bb80e,Teys Wagga Wagga Abattoir,Abattoirs,,-35.076054,147.410767,"-35.076054, 147.410767",,Dampier Street,Bomen,NSW,2650,Open,,,
9c8fd,Thomas Foods International - Tamworth Abattoir,Abattoirs,,-31.071932,150.854004,"-31.071932, 150.854004",,Phoenix Street,Westdale,NSW,2340,Open,,Thomas Foods International,
c1b95,Tinder Creek Duck Abattoir,Abattoirs,,-33.524277,150.749283,"-33.524277, 150.749283",,Tennyson Road,Tennyson,NSW,2754,Open,,,
7d6f5,Tinder Creek Duck Abattoir (old),Abattoirs,,-33.674088,150.934433,"-33.674088, 150.934433",,Hillview Road,Kellyville,NSW,2155,Closed,,,
e9e5e,Unknown chicken 'processing',Abattoirs,,-33.713741,150.740448,"-33.713741, 150.740448",,Ninth Avenue,Llandilo,NSW,2747,Open,,,
0be00,Wingham Abattoir,Abattoirs,,-31.872564,152.361816,"-31.872564, 152.361816",,Gloucester Road,Wingham,NSW,2429,Open,,,
9aad5,Berkshire Park Bird Farm,Birds,,-33.669125,150.79451,"-33.669125, 150.794510",,Second Road,Berkshire Park,NSW,2765,Open,,,
0a7b6,Unknown,Birds,,-33.707073,150.746475,"-33.707073, 150.746475",,Seventh Avenue,Llandilo,NSW,2747,Open,,,
c4517,7th Ave Farm - Cordina,Broiler (Meat) Chickens,,-33.707909,150.741882,"-33.707909, 150.741882",,Seventh Avenue,Llandilo,NSW,2747,Open,,Cordina,
2.10E+98,A & S Galea P/L,Broiler (Meat) Chickens,,-33.938679,150.795792,"-33.938679, 150.795792","36 KELLY ST, AUSTRAL",Kelly Street,Austral,NSW,2179,Open,,ADRIAN GALEA,Cordina
6d1d3,Aanalee Enterprises,Broiler (Meat) Chickens,,-33.544071,150.765045,"-33.544071, 150.765045",,Kurmond Road,Glossodia,NSW,2756,Open,,,
c4185,Aquilina,Broiler (Meat) Chickens,,-32.749096,151.534409,"-32.749096, 151.534409","18 GILLIESTON RD, GILLIESTON HEIGHTS",Gillieston Road,Maitland,NSW,2320,Open,,Chris & Doreen Aquilina,
f1816,Attard - Cordina,Broiler (Meat) Chickens,,-34.266853,150.630157,"-34.266853, 150.630157","75 NIGHTINGALE RD, PHEASANTS NEST",Nightingale Road,Pheasants Nest,NSW,2574,Open,,CHARLIE ATTARD,Cordina
de7fd,Aviagen Aust,Broiler (Meat) Chickens,,-34.524757,150.452225,"-34.524757, 150.452225",,Sproules Lane,Glenquarry,NSW,2576,Open,,,
afe0d,Aviagen Maldon Broiler Hatchery,Broiler (Meat) Chickens,,-34.19305,150.648102,"-34.193050, 150.648102",,Menangle Road,Razorback,NSW,2571,Open,Hatchery,Aviagen,
5ec9b,Azzopardi,Broiler (Meat) Chickens,,-30.694057,150.675339,"-30.694057, 150.675339",,Unnamed Road,Wimborne,NSW,2346,Open,,Azzopardi,Baiada
7730a,Babekuhl,Broiler (Meat) Chickens,,-33.245583,151.249283,"-33.245583, 151.249283","315 GRETA RD, KULNURA",Greta Road,Kulnura,NSW,2250,Open,,LARRY BABEKUHL,Cordina
253f0,Baiada Boronia Poultry Facility,Broiler (Meat) Chickens,,-31.265419,150.813538,"-31.265419, 150.813538",,Lees Road,Duri,NSW,2344,Open,,,
a1104,Baiada Bowlers Lane 1 Poultry Facility,Broiler (Meat) Chickens,,-31.046288,150.847107,"-31.046288, 150.847107","LOT 41 Goonan St, Wallamore New South Wales 2340, Australia",Bowlers Lane,Westdale,NSW,2340,Open,,,
d6bdd,Baiada Bowlers Lane 2 Poultry Facility,Broiler (Meat) Chickens,,-31.052086,150.839035,"-31.052086, 150.839035","LOT 22 Bowlers Ln, Wallamore New South Wales 2340, Australia",Bowlers Lane,Westdale,NSW,2340,Open,,,
4f174,Baiada Bowlers Lane 3 Poultry Facility,Broiler (Meat) Chickens,,-31.057217,150.83223,"-31.057217, 150.832230","LOT 421 Oxley Hwy, Wallamore New South Wales 2340, Australia",Oxley Highway,Wallamore,NSW,2340,Open,,,
3851c,Baiada Broiler Chicken Hatchery,Broiler (Meat) Chickens,,-31.100327,150.867813,"-31.100327, 150.867813",,Country Road,Westdale,NSW,2340,Open,Hatchery,,
37724,Baiada Broilers,Broiler (Meat) Chickens,,-34.391083,146.048218,"-34.391083, 146.048218",,Kidman Way,Hanwood,NSW,2680,Open,,Baiada,
25b98,Baiada Broilers,Broiler (Meat) Chickens,,-34.391312,146.055618,"-34.391312, 146.055618",,North Kooba Settlers Road,Hanwood,NSW,2680,Open,,,Baiada
8ebfe,Baiada Broilers,Broiler (Meat) Chickens,,-34.409405,146.0448,"-34.409405, 146.044800",,Kidman Way,Hanwood,NSW,2680,Open,,,Baiada
e518b,Baiada Broilers,Broiler (Meat) Chickens,,-34.410698,146.054199,"-34.410698, 146.054199",,North Kooba Settlers Road,Willbriggie,NSW,2680,Open,,,Baiada
866bb,Baiada Broilers,Broiler (Meat) Chickens,,-34.412132,146.06311,"-34.412132, 146.063110",,North Kooba Settlers Road,Kooba,NSW,2680,Open,,,Baiada
f2c8a,Baiada Currabubula Poultry Facility,Broiler (Meat) Chickens,,-31.261026,150.753418,"-31.261026, 150.753418",,Suttons Road,Currabubula,NSW,2342,Open,,,
629b7,Baiada Dungowan 3 Poultry Facility,Broiler (Meat) Chickens,,-31.260193,151.137421,"-31.260193, 151.137421",,Nundle Road,Dungowan,NSW,2340,Open,,,
e97f0,Baiada Glenara Park 1 Poultry Facility,Broiler (Meat) Chickens,,-30.739346,150.534576,"-30.739346, 150.534576",,Pillerine Lane,Wongo Creek,NSW,2346,Open,,,
9fbeb,Baiada Glenara Park 1 Poultry Facility,Broiler (Meat) Chickens,,-30.748419,150.539001,"-30.748419, 150.539001",,Glenara Park Road,Wongo Creek,NSW,2346,Open,,,
5b6f4,Baiada Halls Creek 1 Egg Production Facility,Broiler (Meat) Chickens,,-30.740728,150.892578,"-30.740728, 150.892578",,Unnamed Road,Halls Creek,NSW,2346,Open,,,
b02d5,Baiada Halls Creek 2 Egg Production Facility,Broiler (Meat) Chickens,,-30.735823,150.885269,"-30.735823, 150.885269",,Halls Creek Road,Halls Creek,NSW,2346,Open,,,
48940,Baiada Halls Creek 3 Egg Production Facility,Broiler (Meat) Chickens,,-30.732098,150.876663,"-30.732098, 150.876663",,Halls Creek Road,Halls Creek,NSW,2346,Open,,,
b3822,Baiada Hatchery,Broiler (Meat) Chickens,,-31.065525,151.069061,"-31.065525, 151.069061",,Ormans Lane,Kootingal,NSW,2352,Open,Hatchery,,
da968,Baiada Hatchery (poss egg & broiler supplier),Broiler (Meat) Chickens,,-33.7006,150.840866,"-33.700600, 150.840866","54-58 Vine St W, Marsden Park",Excelsior Avenue,Marsden Park,NSW,2765,Open,Hatchery,,
d1373,Baiada Loomberah Road Poultry Facility,Broiler (Meat) Chickens,,-31.147268,150.990784,"-31.147268, 150.990784",,Loomberah Road,Calala,NSW,2340,Open,,,
43a0b,Baiada Luddenham 1 Broiler Facility,Broiler (Meat) Chickens,,-33.870941,150.687637,"-33.870941, 150.687637","2907 THE NORTHERN RD, LUDDENHAM",Park Road,Luddenham,NSW,2745,Open,,,
8a242,Baiada Luddenham 2 Broiler Facility,Broiler (Meat) Chickens,,-33.867886,150.689926,"-33.867886, 150.689926","2907 THE NORTHERN RD, LUDDENHAM",Park Road,Luddenham,NSW,2745,Open,,,
11af8,Baiada Luddenham 3 Broiler Facility,Broiler (Meat) Chickens,,-33.866238,150.691437,"-33.866238, 150.691437","2907 THE NORTHERN RD, LUDDENHAM",Park Road,Luddenham,NSW,2745,Open,,,
0801d,Baiada Lynwood 1 Poultry Facility,Broiler (Meat) Chickens,,-31.181507,151.027618,"-31.181507, 151.027618",,Loomberah Road,Loomberah,NSW,2340,Open,,,
6c6ed,Baiada Lynwood 2 Poultry Facility,Broiler (Meat) Chickens,,-31.175522,151.027634,"-31.175522, 151.027634",,Lynwood Road,Loomberah,NSW,2340,Open,,,
b8cb9,Baiada Lynwood 3 Poultry Facility,Broiler (Meat) Chickens,,-31.171831,151.035583,"-31.171831, 151.035583",,Lynwood Road,Loomberah,NSW,2340,Open,,,
01e7a,Baiada Lynwood 4 Poultry Facility,Broiler (Meat) Chickens,,-31.167938,151.033661,"-31.167938, 151.033661",,Lynwood Road,Loomberah,NSW,2340,Open,,,
5500d,Baiada Peats Ridge Broiler Facility,Broiler (Meat) Chickens,,-33.358654,151.223022,"-33.358654, 151.223022","12 KILPA RD, PEATS RIDGE",Kilpa Road,Peats Ridge,NSW,2250,Open,,,
ed689,Baiada Pizatta,Broiler (Meat) Chickens,,-33.326298,151.243118,"-33.326298, 151.243118",121 B EULOO RD PEATS RIDGE,Euloo Road,Peats Ridge,NSW,2250,Open,,Baiada,
f8a38,Baiada Poultry - Jacaranda Farm,Broiler (Meat) Chickens,,-33.542549,150.773956,"-33.542549, 150.773956","103 JAMES ST, GLOSSODIA",James Street,Glossodia,NSW,2756,Open,,,
9ff8a,Baiada Winton 1 Poultry Facility,Broiler (Meat) Chickens,,-31.051977,150.765793,"-31.051977, 150.765793",,Old Winton Road,Winton,NSW,2344,Open,,,
a78a9,Baiada Winton 2 Poultry Facility,Broiler (Meat) Chickens,,-31.04707,150.765488,"-31.047070, 150.765488",,Old Winton Road,Winton,NSW,2344,Open,,,
da337,Baiada Winton 3 Poultry Facility,Broiler (Meat) Chickens,,-31.038723,150.767899,"-31.038723, 150.767899",,Unnamed Road,Winton,NSW,2344,Open,,,
c9373,Baiada Winton 4 Poultry Facility,Broiler (Meat) Chickens,,-31.042215,150.776001,"-31.042215, 150.776001",,Jenners Lane,Winton,NSW,2344,Open,,,
380d3,Baiada Woodleigh 1 Poultry Facility,Broiler (Meat) Chickens,,-31.154278,150.317474,"-31.154278, 150.317474",,Unnamed Road,Curlewis,NSW,2381,Open,,,
4f665,Baiada Woodleigh 2 Poultry Facility,Broiler (Meat) Chickens,,-31.14875,150.319107,"-31.148750, 150.319107","702 watermark rd, curlewis",Unnamed Road,Curlewis,NSW,2381,Open,,,
0ec43,Baiada Woodleigh 3 Poultry Facility,Broiler (Meat) Chickens,,-31.150476,150.328568,"-31.150476, 150.328568",,Watermark Road,Curlewis,NSW,2381,Open,,,
4.44E+04,Baiada Woodleigh 4 Poultry Facility,Broiler (Meat) Chickens,,-31.155106,150.324707,"-31.155106, 150.324707",,Watermark Road,Curlewis,NSW,2381,Open,,,
d6d3e,Basha P/L,Broiler (Meat) Chickens,,-33.519142,150.951431,"-33.519142, 150.951431","826 WISEMANS FERRY RD, SOUTH MAROOTA",Wisemans Ferry Road,South Maroota,NSW,2756,Open,,Cordina,
c55b0,Bective Poultry Production Complex,Broiler (Meat) Chickens,,-30.983549,150.742706,"-30.983549, 150.742706",,Bective Lane,Bective,NSW,2340,Open,,ProTen Pty Ltd,
df2a8,Big Fat Hen,Broiler (Meat) Chickens,,-33.356037,151.237061,"-33.356037, 151.237061","BARAKEE RD, PEATS RIDEG",Barakee Road,Peats Ridge,NSW,2250,Open,,BRAD BROWN,Cordina
b79a3,Bimbimbie (Chickens & Sheep),Broiler (Meat) Chickens,,-34.085346,150.664215,"-34.085346, 150.664215",90 WESTBROOK RD CAWDOR,Westbrook Road,Bickley Vale,NSW,2570,Open,,JAMES MUSCAT,
5f18e,Bird Hill P/L,Broiler (Meat) Chickens,,-32.520309,151.532745,"-32.520309, 151.532745",394 SUMMERHILL RD VACY,Summer Hill Road,Vacy,NSW,2421,Open,,BARBARA STEVENSON,
059ab,Bloodtree Orsus,Broiler (Meat) Chickens,,-33.29232,151.205551,"-33.292320, 151.205551","80 BLOODTREE RD, MANGROVE MOUNTAIN",Bloodtree Road,Mangrove Mountain,NSW,2250,Open,Free Range,BERNADETTE MORTENSEN,Baiada
2b8af,Bloodtree RD Farm - Cordina,Broiler (Meat) Chickens,,-33.280441,151.209991,"-33.280441, 151.209991","211 BLOODTREE RD, MANGROVE MT",Bloodtree Road,Mangrove Mountain,NSW,2250,Open,,JADE CROWE,Cordina
b04a5,Borg Farm - Cordina,Broiler (Meat) Chickens,,-33.949875,150.819107,"-33.949875, 150.819107","260 BRINGELLY RD, AUSTRAL",Bringelly Road,Austral,NSW,2179,Open,,CHARLIE & DORIS BORG,Cordina
e570a,Borgie Chickens,Broiler (Meat) Chickens,,-34.068684,150.862488,"-34.068684, 150.862488","150 GEORGES RIVER RD, KENTLYN",Georges River Road,Kentlyn,NSW,2560,Open,,JOHN & FREDA BORG,Red Lea
9ba88,Brimen Farm,Broiler (Meat) Chickens,,-33.315708,151.178116,"-33.315708, 151.178116","2635 WISEMANS FERRY RD, MANGROVE MOUNTAIN",Wisemans Ferry Road,Mangrove Mountain,NSW,2250,Open,,Paul & Julie Grech,Cordina
17e2e,Broiler farm,Broiler (Meat) Chickens,,-32.81065,151.772842,"-32.810650, 151.772842",,Masonite Road,Tomago,NSW,2322,Open,,,
7.90E+58,Broilers - Cordina,Broiler (Meat) Chickens,,-34.09354,150.584152,"-34.093540, 150.584152","184B Glendiver Rd, The Oaks",Glendiver Road,Mount Hunter,NSW,2570,Open,,NICK VASSALLO,Cordina
a3379,Buttigieg - Cordina,Broiler (Meat) Chickens,,-33.933308,150.774017,"-33.933308, 150.774017","21 WYNYARD AVE, ROSSMORE",Wynyard Avenue,Rossmore,NSW,2557,Open,,JOHN BUTTIGIEG,Cordina
76d54,Campvale Free Range,Broiler (Meat) Chickens,,-32.767559,151.851395,"-32.767559, 151.851395","987 RICHARDSON RD, CAMPVALE",Richardson Road,Campvale,NSW,2318,Open,Free Range,ROSS & PEGGY WILSON,
f0320,Carbeen Pastured Produce,Broiler (Meat) Chickens,,-33.211239,148.784027,"-33.211239, 148.784027",3536 Henry Parkes Way Manildra,Unnamed Road,Manildra,NSW,2865,Open,,Rodger And Katherine Shannon,
c823d,Cauchi - Cordina,Broiler (Meat) Chickens,,-33.633793,150.754837,"-33.633793, 150.754837","231 REYNOLDS RD, LONDONDERRY",Reynolds Road,Londonderry,NSW,2753,Open,,JASON CAUCHI,Cordina
22917,Chicken Farm Bee Site,Broiler (Meat) Chickens,,-29.650297,152.859268,"-29.650297, 152.859268",,Morwong Road,Seelands,NSW,2460,Open,,,
8d646,Chickendale,Broiler (Meat) Chickens,,-33.293373,151.176056,"-33.293373, 151.176056","140 WARATAH RD, MANGROVE MT",Waratah Road,Mangrove Mountain,NSW,2250,Open,Free Range,JOHN SIDIROPOULOS,
7678f,Clarendon Farms Free Range Poulty,Broiler (Meat) Chickens,,-33.575989,150.877869,"-33.575989, 150.877869",,Cattai Road,Pitt Town,NSW,2756,Open,Free Range,,
3cbef,Coates Park RD Farm - Cordina,Broiler (Meat) Chickens,,-33.980431,150.676651,"-33.980431, 150.676651","44 Coates Park Road, Cobbitty",Coates Park Road,Cobbitty,NSW,2570,Open,,DAVID GALEA,Cordina
27485,Collins Farm - Cordina,Broiler (Meat) Chickens,,-33.25375,151.28624,"-33.253750, 151.286240",326-336 FOREST RD KULNURA,Bradley Lane,Kulnura,NSW,2250,Open,,Ronald Felton Collins & Kaye Maree Collins,Cordina
273b5,Cordina Broiler Farm,Broiler (Meat) Chickens,,-33.639297,150.813675,"-33.639297, 150.813675","291 Fairey rd, South Windsor",Fairey Road,South Windsor,NSW,2756,Open,,Cordina,
8966,Cordina Hatchery,Broiler (Meat) Chickens,,-33.83157,150.948273,"-33.831570, 150.948273","30 Cumberland Rd, Greystanes",Cumberland Road,Greystanes,NSW,2145,Open,Hatchery,,
72345,Cremona P/L,Broiler (Meat) Chickens,,-33.677288,150.886429,"-33.677288, 150.886429","20 CLARKE ST, RIVERSTONE",Clarke Street,Riverstone,NSW,2765,Open,,JAMES CREMONA,Cordina
1ae86,D'Angelo Farm - Cordina,Broiler (Meat) Chickens,,-33.265522,151.217606,"-33.265522, 151.217606",,George Downes Drive,Kulnura,NSW,2250,Open,,Cordina,
4433b,Damonjo,Broiler (Meat) Chickens,,-32.352829,151.932373,"-32.352829, 151.932373",725 BUCKETTS WAY STROUD,The Bucketts Way,Stroud Road,NSW,2415,Open,,,
1.20E+91,Deaves Rd Breeder Farm- Red Lea,Broiler (Meat) Chickens,,-33.110226,151.443542,"-33.110226, 151.443542","26 DEAVES RD, MANDAKONG",Deaves Road,Mandalong,NSW,2264,Open,Parent / Breeder,Red Lea,
b9faf,Duffy Farm - Cordina,Broiler (Meat) Chickens,,-33.638439,150.758347,"-33.638439, 150.758347","180 REYNOLDS RD, LONDONDERRY",Reynolds Road,Londonderry,NSW,2753,Open,,GARY COOK,Cordina
9e69e,Enviroganic Farm Operation,Broiler (Meat) Chickens,,-34.285248,148.567642,"-34.285248, 148.567642",,Unnamed Road,Murringo,NSW,2586,Open,,Enviroganic Farm Operation Pty Ltd,
3e477,Euro Farm - Cordina,Broiler (Meat) Chickens,,-33.923634,150.798599,"-33.923634, 150.798599","310 THIRTEENTH AVE, AUSTRAL",Thirteenth Avenue,Austral,NSW,2179,Open,,JOHN CAMERILLERI,Cordina
9dce6,G & K Zerafa Family Trust,Broiler (Meat) Chickens,,-34.333546,150.550751,"-34.333546, 150.550751",,Fire Road No P2b,Yerrinbool,NSW,2575,Open,,,Cordina
6faf9,G & S Galea Amaring,Broiler (Meat) Chickens,,-28.811373,153.19133,"-28.811373, 153.191330",,Stanford Road,Fernside,NSW,2480,Open,,,
